Designation,B-C2,B-C2,B-C2,B-C2,B-C2,B-low,B-low,B-low,B-low,B-low,B-high,B-high,B-high,B-high,B-high,B-C1,B-C1,B-C1,B-C1,B-C1,C-C2,C-C2,C-C2,C-C2,C-C2,C-C1,C-C1,C-C1,C-C1,C-C1,C-high,C-high,C-high,C-high,C-high,C-low,C-low,C-low,C-low,C-low,D-low,D-low,D-low,D-low,D-low,D-high,D-high,D-high,D-high,D-high,D-C2,D-C2,D-C2,D-C2,D-C2,D-C1,D-C1,D-C1,D-C1,D-C1,E-C2,E-C2,E-C2,E-C2,E-C2,E-high,E-high,E-high,E-high,E-high,E-C1,E-C1,E-C1,E-C1,E-C1,E-low,E-low,E-low,E-low,E-low,A-low,A-low,A-low,A-low,A-low,A-high,A-high,A-high,A-high,A-high,A-C1,A-C1,A-C1,A-C1,A-C1,A-C2,A-C2,A-C2,A-C2,A-C2,F-low,F-low,F-low,F-low,F-low,F-C1,F-C1,F-C1,F-C1,F-C1,F-high,F-high,F-high,F-high,F-high,F-C2,F-C2,F-C2,F-C2,F-C2,H-high,H-high,H-high,H-high,H-high,H-low,H-low,H-low,H-low,H-low,H-C2,H-C2,H-C2,H-C2,H-C2,H-C1,H-C1,H-C1,H-C1,H-C1,G-C2,G-C2,G-C2,G-C2,G-C2,G-C1,G-C1,G-C1,G-C1,G-C1,G-high,G-high,G-high,G-high,G-high,G-low,G-low,G-low,G-low,G-low
Plot,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Treatment,control,control,control,control,control,low,low,low,low,low,high,high,high,high,high,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,high,high,high,high,high,low,low,low,low,low,low,low,low,low,low,high,high,high,high,high,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,high,high,high,high,high,control,control,control,control,control,low,low,low,low,low,low,low,low,low,low,high,high,high,high,high,control,control,control,control,control,control,control,control,control,control,low,low,low,low,low,control,control,control,control,control,high,high,high,high,high,control,control,control,control,control,high,high,high,high,high,low,low,low,low,low,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,high,high,high,high,high,low,low,low,low,low
Monarda_fistulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,
Morus_alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenothera_biennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,1,,3,,,,,,,,,,,,6,2,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,5
Panicum_virgatum,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parthenium_integrifolium,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,2,1,1,5,,,,,,,,,,,4,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,2,1,,,,,,2,,1,,,,,2,,,,2,1,,,1,,,,4,1,,,,1,1,,2,,2,1,,,,,,1,,,1,2,,2,1,1,
Pedicularis_lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon_digitalis,6,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,2,1,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,1,,9,14,,3,,6,,,5,4,1,,,5,,2,,2,,,15,,,,,,1
Poa_pretensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,20,40,,,,,,,30,15,15,,,20,10,,,10,,10,30,15,,20,,40,,,,30,,15,,,,25,,10,,,10,15,20,,,10,20,,,40
Populus_deltoides,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,3,,,1,,,,,,5,,,,,1,3,,,1,,12,12,3,,,,,17,6,9,9,17,7,4,7,1,,,9,,,,1,,,1,1,,,,,,,,2,15,,5,,20,2,,,3,8,,3,,,
Pseudognaphalium_obtusifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycanthemum_virginianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,,,2,,,10,,41,,,,5,,21,,,,,9,2,2,,,,,12,,,,,,5,19,1,1,,,23,36,,,,,,5,,30,,,,,,,18,,
Ratibida_pinnata,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,1,,5,1,,,,,,2,,,,,1,,,,,,3,1,,,,,,,1,,,1,4,,,,1,11,3,22,1,1,1,,1,,
Rosa_paulstris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Rubus_occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,
Rudbeckia_hirta,6,,2,,,,3,,1,,,,,,1,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,1,,,,,,,,,,,,,,2,,,1,2,,,,,,,,2,,,2,1,,,1,,,,2,,,,,,,,3
Rudbeckia_subtomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix_discolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,5,,,,,,,,,,,,,,,,,,1,,1,3,1,,2,5,,,1,,,,,2,,,,,,,,,,,,1,,,6,,,,,,,1,,1,,,
Salix_interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sassafras_albidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schizachyrium_scoparium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,1,,1,,,,,,,,,,,,5,3,2,1,3,2,3,6,3,,,2,1,4,6,1,,2,,,,,1,,,,1,3,,,3,5,1,2,2,2,,3,,,5,4,7,4,3,2,,3,1,3,,3,1,2,2,5,6,4,4,5
Scirpus_cyperinus,,2,3,1,1,2,,,,1,,,1,1,,2,,1,1,1,5,1,1,1,,,3,,3,1,1,,3,1,1,1,,2,1,1,,,1,2,2,,1,1,,2,,,,,,8,4,5,7,9,,,,4,1,7,,3,,3,3,4,1,3,3,,4,,,,1,1,7,8,1,,,,,,,1,4,1,2,3,1,,2,1,,,,,,,,,,1,,,1,,,3,1,1,,,,,,,,,2,,2,3,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,
Silphium_integrifolium_var_integrifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,8,,2,6,,6,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,9,,,5,,,,,3,3,,,3
Silphium_laciniatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silphium_perfoliatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Silphium_terebinthinaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum_carolinense,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,3,,1,,,5,2,,,,,,5,2,2,3,3,,,,,6,1,,6,2,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago_canadensis,,15,14,12,16,33,8,20,20,57,13,23,29,44,37,15,47,54,7,,71,23,23,40,50,21,32,6,21,49,11,38,48,38,38,13,38,56,20,22,7,14,25,29,24,15,6,7,,,2,9,1,2,,7,2,11,1,27,17,18,33,12,,38,28,16,15,7,38,61,58,60,41,5,5,,3,12,45,21,46,13,18,15,47,7,67,18,32,6,47,37,60,45,58,90,30,48,38,56,51,39,79,50,45,41,27,43,50,34,22,50,23,31,45,28,51,36,,20,39,32,19,35,55,90,3,98,90,60,69,54,55,41,75,69,66,35,29,17,,42,30,97,64,42,40,24,30,16,14,33,32,59,74,61,36,40
Solidago_gigantea,2,31,2,8,6,31,4,,8,,,,10,7,,18,2,6,15,2,19,4,6,,28,15,,6,3,5,7,11,5,,16,12,20,3,3,3,2,,1,5,29,,,,,,,,,,,,,,3,18,4,,,,,12,10,21,1,,,,,4,,,1,,,,3,,,,2,1,,20,,,14,,6,11,,,2,7,,5,,,2,4,,,16,,,,,,,5,,,,,,1,,,6,,3,,1,,11,5,,1,5,,,,,1,,,,2,,,,,4,2,5,4,,,,,,,3,2,13,
Solidago_juncea,,,,,,,1,5,,6,1,,,8,,,,,5,,,6,,,,,,,2,1,,,,,2,,,6,,,,,,,,1,,,,,,,,,,6,,,,5,,,,,,,,9,2,,,17,4,,,,1,,,,,,,,,2,,5,,,,3,,,4,2,1,1,,6,,,3,,,,,,,,,,,2,,,,,1,,1,,,,,,,1,2,6,,,2,,6,,,,2,,,,4,3,,,,2,3,,,,,,,,1,,2,
Solidago_nemoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Solidago_patula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago_riddellii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago_rigida,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghastrum_nutans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Sorghum_halepense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Sporobolus_heterolepis,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus_michauxianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum_ericoides,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum_lanceolata,,,,,,,,,,,,,,,1,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum_novae_angliae,2,3,,,,3,,,,2,,1,2,,,,1,,4,,,,,,,1,2,,16,,,2,1,,,2,1,2,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,6,,5,,5,,,,,,,,,2,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum_pilosum,101,,69,24,36,,65,44,41,,36,10,14,,27,15,26,6,50,4,,27,31,46,13,56,3,50,11,6,28,14,24,30,34,33,30,3,29,49,62,28,34,16,20,49,46,44,38,15,56,70,50,69,51,35,78,44,50,15,57,40,26,37,63,20,11,21,80,11,12,,10,,25,60,57,74,90,59,13,28,,30,52,46,51,43,16,44,4,,7,7,,18,2,3,1,,2,2,7,1,20,,,2,,4,4,7,7,7,,,1,,6,,,6,,4,2,,,1,3,,3,,3,1,5,2,,,1,,1,,,,,1,3,,1,,,,,,1,4,,,,6
Symphyotrichum_praealtum,,,,5,,,,,,,,,,,,,,,2,,,5,,5,,,,1,,5,,5,,,2,,,2,1,2,,20,,5,,,,,,,6,10,,8,,,,,8,,,,,,,10,,,4,4,1,,,3,4,,5,,3,,,,,,,,,,,,1,,,,,,,3,,2,,,,,,,,,,1,,2,,,,,,,2,,,,,,,,,,9,,,,,,2,,2,,,,,3,,,,,,,,,,,,,,,,,,
Taraxacum_officinale,,,,,,,4,2,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Tradescantia_ohiensis,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium_stoloniferum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia_missurica,,1,,,15,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,1,,,2,,,1,1,,1,5,,,,1,2,4,2,,2,,,,,,,,,7,,,,,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zizia_aurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
